SrcIP,DstIP,SrcPort,DstPort,SNI,OrgName,JA3hash,JA4hash,AppName,Type,JA3Shash,JA4Shash,Filename,Version,JA4X1,Issuer1,Subject1,JA4X2,Issuer2,Subject2,JA4X3,Issuer3,Subject3
192.168.66.2,8.8.8.8,51102,443,dns.google,Google LLC; GOGL,c07dd576f1ea7aaae8142b8f068dd8f7,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,eb1d94daa7e0344597e756a1fb6e7054,t130200_1301_234ea6891581,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,8.8.8.8,51371,443,dns.google,Google LLC; GOGL,176acea6c531feec141ed2a1245dd878,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,eb1d94daa7e0344597e756a1fb6e7054,t130200_1301_234ea6891581,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,8.8.8.8,51460,443,dns.google,Google LLC; GOGL,adcbdbbe296f1d7b0cdc78ee8b4b7c1d,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,eb1d94daa7e0344597e756a1fb6e7054,t130200_1301_234ea6891581,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,8.8.8.8,51779,443,dns.google,Google LLC; GOGL,cef320ad61aee3156090e19096acfff2,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,eb1d94daa7e0344597e756a1fb6e7054,t130200_1301_234ea6891581,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,8.8.8.8,52260,443,dns.google,Google LLC; GOGL,34caa75385c526ff6a65e70e0fef3f66,t13d1517h2_8daaf6152771_b0da82dd1658,msedge,0,2b0648ab686ee45e0e7c35fcfb0eea7e,t130300_1301_6bbbaf601ed8,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,88.221.92.142,51090,443,www.bing.com,Network Architecture Role Account; AKAMAI-PA (EU),f4f8ec54ae8d0b0b8a1acd9618d3a321,t13d1516h2_8daaf6152771_02713d6af862,msedge,0,15af977ce25de452b96affa2addb1036,t130200_1302_a56c5b993250,tests/ondra2/msedge-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,13.107.42.16,51470,443,config.edge.skype.com,Microsoft Corporation; MSFT,b6bd9834386c26ccc540ff05ac7e4f45,t13d1516h2_8daaf6152771_02713d6af862,msedgewebview2,0,0f14538e1c9070becdad7739c67d6363,t1206h2_c030_7136cef64a82,tests/ondra2/msedgewebview2-extracted.csv,0,a373a9f83c6b_2bab15409345_0f2217ba412e,CN=Microsoft Azure RSA TLS Issuing CA 03; ON=Microsoft Corporation,CN=DigiCert Inc; ON=Microsoft Corporation,7d5dbb3783b4_a373a9f83c6b_a83ffcd6e6c2,CN=DigiCert Global Root G2; ON=www.digicert.com,CN=Microsoft Azure RSA TLS Issuing CA 03; ON=Microsoft Corporation,None,None,None
192.168.66.2,142.251.36.67,51584,443,fonts.gstatic.com,Google LLC; GOOGLE,c7838b04e7edb60df6a50696645ca91a,t13d1517h2_8daaf6152771_b0da82dd1658,msedgewebview2,A,2b0648ab686ee45e0e7c35fcfb0eea7e,t130300_1301_6bbbaf601ed8,tests/ondra2/msedgewebview2-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,151.101.2.208,51583,443,fanatical.imgix.net,Fastly; Inc.; SKYCA-3,ce444c047708bf88ed4bbd8f90d24e80,t13d1516h2_8daaf6152771_02713d6af862,msedgewebview2,0,5b94af9bf6efc9dea416841602004fbb,t1204h2_c02f_7815a3cc5eb2,tests/ondra2/msedgewebview2-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,151.101.2.208,51606,443,fanatical.imgix.net,Fastly; Inc.; SKYCA-3,ecb56bbd2e9303f2fbc3744a1cac3ca1,t13d1516h2_8daaf6152771_02713d6af862,msedgewebview2,0,5b94af9bf6efc9dea416841602004fbb,t1204h2_c02f_7815a3cc5eb2,tests/ondra2/msedgewebview2-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,151.101.2.208,51621,443,fanatical.imgix.net,Fastly; Inc.; SKYCA-3,c49d067819ef7464c8aa9424104ed959,t13d1516h2_8daaf6152771_02713d6af862,msedgewebview2,0,5b94af9bf6efc9dea416841602004fbb,t1204h2_c02f_7815a3cc5eb2,tests/ondra2/msedgewebview2-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,162.247.241.14,51838,443,bam.nr-data.net,New Relic; NR-NET-CHI,ddb300549178f4307cf19978df753c42,t13d1517h2_8daaf6152771_b0da82dd1658,msedgewebview2,A,2b0648ab686ee45e0e7c35fcfb0eea7e,t130300_1301_6bbbaf601ed8,tests/ondra2/msedgewebview2-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,162.247.243.29,51593,443,bam.nr-data.net,New Relic; NR-NET-CHI,46cee036fdd8c141aa7370f5e8d7a867,t13d1516h2_8daaf6152771_02713d6af862,msedgewebview2,A,f4febc55ea12b31ae17cfb7e614afda8,t130200_1301_a56c5b993250,tests/ondra2/msedgewebview2-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,162.247.243.29,51605,443,bam.nr-data.net,New Relic; NR-NET-CHI,93af002d7664afd28945cf48e79aac84,t13d1517h2_8daaf6152771_b0da82dd1658,msedgewebview2,A,fcb2d4d0991292272fcb1e464eedfd43,t130300_1301_0ee26285a86f,tests/ondra2/msedgewebview2-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,162.247.243.39,51592,443,js-agent.newrelic.com,New Relic; NR-NET-CHI,74512794030fcb4355b82fed5e008283,t13d1516h2_8daaf6152771_02713d6af862,msedgewebview2,A,f4febc55ea12b31ae17cfb7e614afda8,t130200_1301_a56c5b993250,tests/ondra2/msedgewebview2-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,173.194.194.84,51579,443,accounts.google.com,Google LLC; GOOGLE,5ea8c65cdae37d44ae19d1feff0739f9,t13d1516h2_8daaf6152771_02713d6af862,msedgewebview2,A,eb1d94daa7e0344597e756a1fb6e7054,t130200_1301_234ea6891581,tests/ondra2/msedgewebview2-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,2.22.89.44,51472,443,statics.teams.cdn.office.net,Network Architecture Role Account; AKAMAI-PA (EU),9fb3f10653bd61be1d2e7725a40c8271,t13d1516h2_8daaf6152771_02713d6af862,msedgewebview2,0,15af977ce25de452b96affa2addb1036,t130200_1302_a56c5b993250,tests/ondra2/msedgewebview2-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,204.79.197.239,51520,443,edge.microsoft.com,Microsoft Corporation; ECN-NETWORK,bdff786550ee975f252f38efbb5bd595,t13d1516h2_8daaf6152771_02713d6af862,msedgewebview2,0,0f14538e1c9070becdad7739c67d6363,t1206h2_c030_7136cef64a82,tests/ondra2/msedgewebview2-extracted.csv,0,a373a9f83c6b_2bab15409345_0f2217ba412e,CN=Microsoft Azure RSA TLS Issuing CA 04; ON=Microsoft Corporation,CN=edge.microsoft.com; ON=Microsoft Corporation,7d5dbb3783b4_a373a9f83c6b_a83ffcd6e6c2,CN=www.digicert.com; ON=DigiCert Inc,CN=Microsoft Corporation; ON=DigiCert Global Root G2,None,None,None
192.168.66.2,204.79.197.239,51678,443,edge.microsoft.com,Microsoft Corporation; ECN-NETWORK,aa20e173016fa8a3d6b1ce6eee57937a,t13d1516h2_8daaf6152771_02713d6af862,msedgewebview2,0,0f14538e1c9070becdad7739c67d6363,t1206h2_c030_7136cef64a82,tests/ondra2/msedgewebview2-extracted.csv,0,a373a9f83c6b_2bab15409345_0f2217ba412e,CN=Microsoft Azure RSA TLS Issuing CA 04; ON=Microsoft Corporation,CN=edge.microsoft.com; ON=Microsoft Corporation,7d5dbb3783b4_a373a9f83c6b_a83ffcd6e6c2,CN=www.digicert.com; ON=DigiCert Inc,CN=Microsoft Corporation; ON=DigiCert Global Root G2,None,None,None
192.168.66.2,204.79.197.239,51713,443,edge.microsoft.com,Microsoft Corporation; ECN-NETWORK,85034efd21853c722f2598d338b9642f,t13d1516h2_8daaf6152771_02713d6af862,msedgewebview2,0,2fe9b0e731d3d41b2b84e8e1d6186836,t1204h2_c030_5333cdffa7d9,tests/ondra2/msedgewebview2-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,204.79.197.239,51783,443,edge.microsoft.com,Microsoft Corporation; ECN-NETWORK,4f03e180a3decf392f66a6d72f6a1f28,t13d1516h2_8daaf6152771_02713d6af862,msedgewebview2,0,0f14538e1c9070becdad7739c67d6363,t1206h2_c030_7136cef64a82,tests/ondra2/msedgewebview2-extracted.csv,0,a373a9f83c6b_2bab15409345_0f2217ba412e,CN=Microsoft Azure RSA TLS Issuing CA 04; ON=Microsoft Corporation,CN=edge.microsoft.com; ON=Microsoft Corporation,7d5dbb3783b4_a373a9f83c6b_a83ffcd6e6c2,CN=www.digicert.com; ON=DigiCert Inc,CN=Microsoft Corporation; ON=DigiCert Global Root G2,None,None,None
192.168.66.2,34.214.249.143,51594,443,api2.amplitude.com,Amazon Technologies Inc.; AT-88-Z,ae630f1fb2531c54d535a04519001fc0,t13d1516h2_8daaf6152771_02713d6af862,msedgewebview2,0,bfc90d56141386ee83b56cda231cccfc,t1206h2_c02f_7c777c72cf5b,tests/ondra2/msedgewebview2-extracted.csv,0,2bab15409345_7022c563de38_b891c0ad6f32,CN=COMODO RSA Domain Validation Secure Server CA; ON=COMODO CA Limited,None,2bab15409345_2bab15409345_2367ce7fbc5b,CN=Greater Manchester; ON=COMODO RSA Certification Authority,CN=Greater Manchester; ON=COMODO RSA Domain Validation Secure Server CA,2bab15409345_2bab15409345_2030e37f3421,None,None
192.168.66.2,51.11.192.48,51604,443,teams.events.data.microsoft.com,Microsoft Limited; MICROSOFT (GB),bab2e36f6361a878c517240893597271,t13d1517h2_8daaf6152771_b0da82dd1658,msedgewebview2,0,15af977ce25de452b96affa2addb1036,t130200_1302_a56c5b993250,tests/ondra2/msedgewebview2-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,52.113.194.132,51473,443,config.teams.microsoft.com,Microsoft Corporation; MSFT,0643b66bc974a5a438271725f0029516,t13d1516h2_8daaf6152771_02713d6af862,msedgewebview2,0,0f14538e1c9070becdad7739c67d6363,t1206h2_c030_7136cef64a82,tests/ondra2/msedgewebview2-extracted.csv,0,a373a9f83c6b_2bab15409345_0f2217ba412e,CN=Microsoft Azure RSA TLS Issuing CA 04; ON=Microsoft Corporation,CN=config.teams.microsoft.com; ON=Microsoft Corporation,7d5dbb3783b4_a373a9f83c6b_a83ffcd6e6c2,CN=www.digicert.com; ON=DigiCert Inc,CN=Microsoft Corporation; ON=DigiCert Global Root G2,None,None,None
192.168.66.2,52.123.128.14,51471,443,teams.microsoft.com,Microsoft Corporation; MSFT,85992115a0ee28296c1e597d833cf0b9,t13d1516h2_8daaf6152771_02713d6af862,msedgewebview2,0,0f14538e1c9070becdad7739c67d6363,t1206h2_c030_7136cef64a82,tests/ondra2/msedgewebview2-extracted.csv,0,a373a9f83c6b_2bab15409345_0f2217ba412e,CN=Microsoft Azure RSA TLS Issuing CA 08; ON=Microsoft Corporation,CN=teams.microsoft.com; ON=Microsoft Corporation,7d5dbb3783b4_a373a9f83c6b_a83ffcd6e6c2,CN=www.digicert.com; ON=DigiCert Inc,CN=Microsoft Corporation; ON=DigiCert Global Root G2,None,None,None
192.168.66.2,52.168.117.169,51508,443,teams.events.data.microsoft.com,Microsoft Corporation; MSFT,59adf0c07a8ac39f89a0610df73e8317,t13d1516h2_8daaf6152771_02713d6af862,msedgewebview2,0,15af977ce25de452b96affa2addb1036,t130200_1302_a56c5b993250,tests/ondra2/msedgewebview2-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,52.168.117.169,51510,443,teams.events.data.microsoft.com,Microsoft Corporation; MSFT,ccd18cb97931cb1e96a521da39b8ea30,t13d1516h2_8daaf6152771_02713d6af862,msedgewebview2,0,15af977ce25de452b96affa2addb1036,t130200_1302_a56c5b993250,tests/ondra2/msedgewebview2-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,65.9.95.106,51590,443,ef.fanatical.com,Amazon.com; Inc.; AMAZO-CF,267cdc921ec80f8e2dfbf24181468eed,t13d1516h2_8daaf6152771_02713d6af862,msedgewebview2,0,f4febc55ea12b31ae17cfb7e614afda8,t130200_1301_a56c5b993250,tests/ondra2/msedgewebview2-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,65.9.95.106,51623,443,ef.fanatical.com,Amazon.com; Inc.; AMAZO-CF,e1a8c8043af52fb98a7ab0b3b0a5b686,t13d1517h2_8daaf6152771_b0da82dd1658,msedgewebview2,0,fcb2d4d0991292272fcb1e464eedfd43,t130300_1301_0ee26285a86f,tests/ondra2/msedgewebview2-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,65.9.95.106,51679,443,ef.fanatical.com,Amazon.com; Inc.; AMAZO-CF,c0b1975a8047017ee7557d29a77249a9,t13d1517h2_8daaf6152771_b0da82dd1658,msedgewebview2,0,fcb2d4d0991292272fcb1e464eedfd43,t130300_1301_0ee26285a86f,tests/ondra2/msedgewebview2-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,65.9.95.106,51697,443,ef.fanatical.com,Amazon.com; Inc.; AMAZO-CF,3e52dfb2e8948390b81b4d4d09a0d571,t13d1516h2_8daaf6152771_02713d6af862,msedgewebview2,0,f4febc55ea12b31ae17cfb7e614afda8,t130200_1301_a56c5b993250,tests/ondra2/msedgewebview2-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,65.9.95.70,51582,443,cdn.amplitude.com,Amazon.com; Inc.; AMAZO-CF,4fa6a56ccc8d11f16efa7809addaa9f1,t13d1516h2_8daaf6152771_02713d6af862,msedgewebview2,A,f4febc55ea12b31ae17cfb7e614afda8,t130200_1301_a56c5b993250,tests/ondra2/msedgewebview2-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,72.251.237.126,51580,443,w2m9492ddv-dsn.algolia.net,Internap Holding LLC; VOXEL-NET-8,1c07d2ac8119cdaf68c60fd7aaa8a243,t13d1517h2_8daaf6152771_b0da82dd1658,msedgewebview2,0,2253c82f03b621c5144709b393fde2c9,t130300_1302_0ee26285a86f,tests/ondra2/msedgewebview2-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,72.251.237.126,51581,443,w2m9492ddv-dsn.algolia.net,Internap Holding LLC; VOXEL-NET-8,7270e2e3c085b6278b540846376d2d5b,t13d1517h2_8daaf6152771_b0da82dd1658,msedgewebview2,0,2253c82f03b621c5144709b393fde2c9,t130300_1302_0ee26285a86f,tests/ondra2/msedgewebview2-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,8.8.4.4,51476,443,dns.google,Google LLC; GOGL,97cde5c6fae59c15a0a6cb24ce573497,t13d1516h2_8daaf6152771_02713d6af862,msedgewebview2,0,eb1d94daa7e0344597e756a1fb6e7054,t130200_1301_234ea6891581,tests/ondra2/msedgewebview2-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,8.8.4.4,51477,443,dns.google,Google LLC; GOGL,d3d63d7401d13888ce91aa04dde7c99a,t13d1516h2_8daaf6152771_02713d6af862,msedgewebview2,0,eb1d94daa7e0344597e756a1fb6e7054,t130200_1301_234ea6891581,tests/ondra2/msedgewebview2-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,8.8.4.4,51478,443,dns.google,Google LLC; GOGL,01404e8ee24407381009bd75a5931884,t13d1516h2_8daaf6152771_02713d6af862,msedgewebview2,0,eb1d94daa7e0344597e756a1fb6e7054,t130200_1301_234ea6891581,tests/ondra2/msedgewebview2-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,8.8.4.4,51677,443,dns.google,Google LLC; GOGL,b87e121f0f9b254137fa25a25279dc27,t13d1516h2_8daaf6152771_02713d6af862,msedgewebview2,0,eb1d94daa7e0344597e756a1fb6e7054,t130200_1301_234ea6891581,tests/ondra2/msedgewebview2-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,8.8.8.8,51479,443,dns.google,Google LLC; GOGL,87616ac0c55325f630f7142599459429,t13d1516h2_8daaf6152771_02713d6af862,msedgewebview2,0,eb1d94daa7e0344597e756a1fb6e7054,t130200_1301_234ea6891581,tests/ondra2/msedgewebview2-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,8.8.8.8,51480,443,dns.google,Google LLC; GOGL,3ba739bcaa84a65ebca5ba6b72d6a197,t13d1516h2_8daaf6152771_02713d6af862,msedgewebview2,0,eb1d94daa7e0344597e756a1fb6e7054,t130200_1301_234ea6891581,tests/ondra2/msedgewebview2-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,8.8.8.8,51587,443,dns.google,Google LLC; GOGL,3085da600660045298044af3106c30df,t13d1516h2_8daaf6152771_02713d6af862,msedgewebview2,0,eb1d94daa7e0344597e756a1fb6e7054,t130200_1301_234ea6891581,tests/ondra2/msedgewebview2-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,8.8.8.8,51588,443,dns.google,Google LLC; GOGL,c201937a9e62b35f52f1c6cd4d105fa7,t13d1516h2_8daaf6152771_02713d6af862,msedgewebview2,0,eb1d94daa7e0344597e756a1fb6e7054,t130200_1301_234ea6891581,tests/ondra2/msedgewebview2-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,8.8.8.8,51589,443,dns.google,Google LLC; GOGL,e1b01ce3a1061bcbef6dcf802d9c9b45,t13d1516h2_8daaf6152771_02713d6af862,msedgewebview2,0,eb1d94daa7e0344597e756a1fb6e7054,t130200_1301_234ea6891581,tests/ondra2/msedgewebview2-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,88.221.92.137,51481,443,res-1.cdn.office.net,Network Architecture Role Account; AKAMAI-PA (EU),48c3e3647285851f419444135d4203d8,t13d1516h2_8daaf6152771_02713d6af862,msedgewebview2,0,15af977ce25de452b96affa2addb1036,t130200_1302_a56c5b993250,tests/ondra2/msedgewebview2-extracted.csv,0,None,None,None,None,None,None,None,None,None
192.168.66.2,20.191.45.158,50732,443,nav.smartscreen.microsoft.com,Microsoft Corporation; MSFT,28a2c9bd18a11de089ef85a160da29e4,t12d1909h2_d83cc789557e_7af1ed941c26,smartscreen,0,00447ab319e9d94ba2b4c1248e155917,t1206h2_c02f_12a20535f9be,tests/ondra2/smartscreen-extracted.csv,0,a373a9f83c6b_2bab15409345_0f2217ba412e,CN=Microsoft Azure RSA TLS Issuing CA 03; ON=Microsoft Corporation,CN=smartscreen.microsoft.com; ON=Microsoft Corporation,7d5dbb3783b4_7d5dbb3783b4_6456b1277d74,CN=www.digicert.com; ON=DigiCert Inc,CN=DigiCert Inc; ON=DigiCert Global Root G2,7d5dbb3783b4_a373a9f83c6b_a83ffcd6e6c2,CN=DigiCert Global Root G2; ON=www.digicert.com,CN=www.digicert.com; ON=DigiCert Inc
192.168.66.2,20.191.45.158,50741,443,checkappexec.microsoft.com,Microsoft Corporation; MSFT,28a2c9bd18a11de089ef85a160da29e4,t12d1909h2_d83cc789557e_7af1ed941c26,smartscreen,0,00447ab319e9d94ba2b4c1248e155917,t1206h2_c02f_12a20535f9be,tests/ondra2/smartscreen-extracted.csv,0,a373a9f83c6b_2bab15409345_0f2217ba412e,CN=Microsoft Azure RSA TLS Issuing CA 03; ON=Microsoft Corporation,CN=smartscreen.microsoft.com; ON=Microsoft Corporation,7d5dbb3783b4_7d5dbb3783b4_6456b1277d74,CN=www.digicert.com; ON=DigiCert Inc,CN=DigiCert Inc; ON=DigiCert Global Root G2,7d5dbb3783b4_a373a9f83c6b_a83ffcd6e6c2,CN=DigiCert Global Root G2; ON=www.digicert.com,CN=www.digicert.com; ON=DigiCert Inc
192.168.66.2,20.56.187.20,50735,443,data-edge.smartscreen.microsoft.com,Microsoft Corporation; MSFT,28a2c9bd18a11de089ef85a160da29e4,t12d1909h2_d83cc789557e_7af1ed941c26,smartscreen,0,00447ab319e9d94ba2b4c1248e155917,t1206h2_c02f_12a20535f9be,tests/ondra2/smartscreen-extracted.csv,0,a373a9f83c6b_2bab15409345_0f2217ba412e,CN=Microsoft Azure RSA TLS Issuing CA 03; ON=Microsoft Corporation,CN=smartscreen.microsoft.com; ON=Microsoft Corporation,7d5dbb3783b4_7d5dbb3783b4_6456b1277d74,CN=www.digicert.com; ON=DigiCert Inc,CN=DigiCert Inc; ON=DigiCert Global Root G2,7d5dbb3783b4_a373a9f83c6b_a83ffcd6e6c2,CN=DigiCert Global Root G2; ON=www.digicert.com,CN=www.digicert.com; ON=DigiCert Inc
